IAT_Mean,IAT_Std,Byte_Rate,Packet_Count,Label
0.3522674083709717,0,324.75329048756544,6,YouTube/Browsing
0.2543062823159354,0,305.5932594608024,8,YouTube/Browsing
0.0041895346208052206,0,77964.83218309932,12,Google_Meet
0.07855751203454059,0,2639.439828437906,24,YouTube/Browsing
0.0,0,0.0,0,Google_Meet
0.16252899765968323,0,1749.841591932416,41,YouTube/Browsing
0.013349370956420898,0,14550.498344386237,26,Google_Meet
0.012647458485194616,0,21799.97554742265,15,Google_Meet
0.0986467719078064,0,2334.5923596489756,21,YouTube/Browsing
0.01875628874852107,0,21188.790717162192,27,Google_Meet
0.06887384823390416,0,3114.0439510190085,22,YouTube/Browsing
0.019679264701092183,0,42163.47137927298,194,Google_Meet
0.0005759354642424259,0,2012388.3765862866,40797,Google_Meet
0.0,0,0.0,0,Google_Meet
0.06206384572115811,0,1332.9382310427836,12,YouTube/Browsing
0.0,0,0.0,0,Google_Meet
0.002394619442167736,0,216059.78105339015,22,Google_Meet
0.25942784547805786,0,321.86213413649284,5,YouTube/Browsing
0.0,0,0.0,0,Google_Meet
0.1607908191102924,0,2429.280867946381,34,YouTube/Browsing
0.19007389441780423,0,1124.7341953531686,24,YouTube/Browsing
0.2645713906539114,0,857.3946892084505,20,YouTube/Browsing
0.0034318765004475913,0,88848.37977907973,13,Google_Meet
0.07301359826868231,0,2958.975583567737,23,YouTube/Browsing
0.0,0,0.0,0,Google_Meet
0.10408735275268555,0,791.642767549144,6,YouTube/Browsing
0.0,0,0.0,0,Google_Meet
0.012671675000871931,0,21865.414678987858,15,Google_Meet
0.003566900889078776,0,85508.40336883382,13,Google_Meet
0.0,0,0.0,0,Google_Meet
0.0,0,0.0,0,Google_Meet
0.00037403610903878983,0,2947750.308373941,2422,Google_Meet
0.1452391505241394,0,1585.3163500961912,21,YouTube/Browsing
0.0,0,0.0,0,Google_Meet
0.04207782967146053,0,16201.42805737289,44,Google_Meet
0.0,0,0.0,0,Google_Meet
0.3216995561824125,0,676.3709526871063,35,YouTube/Browsing
0.011333601815359933,0,24333.457163807714,15,Google_Meet
0.03197661467960903,0,6229.999257592502,15,Google_Meet
0.0,0,0.0,0,Google_Meet
0.0,0,0.0,0,Google_Meet
0.8690231906043159,0,109.95742874146607,10,YouTube/Browsing
0.0009025335311889648,0,98334.29665830142,5,Google_Meet
0.07865074406499448,0,2688.827211790982,24,YouTube/Browsing
0.053254434040614536,0,3443.7105650769367,29,YouTube/Browsing
0.004537846944103502,0,160374.16722553415,74,Google_Meet
0.059644431778878876,0,5758.875359199623,34,YouTube/Browsing
0.0,0,0.0,0,Google_Meet
0.2719530142270602,0,254.56886156432444,14,YouTube/Browsing
0.0,0,0.0,0,Google_Meet
0.0,0,0.0,0,Google_Meet
0.0,0,0.0,0,Google_Meet
0.0,0,0.0,0,Google_Meet
0.02460102601484819,0,3362.757011733652,12,Google_Meet
0.023893488778008357,0,5426.862015479811,10,Google_Meet
0.0,0,0.0,0,Google_Meet
0.0198801699138823,0,33127.0523050987,43,Google_Meet
0.2696749418973923,0,1258.2277671505121,17,YouTube/Browsing
0.01661832789157299,0,29141.114491443706,48,Google_Meet
0.030488683331397273,0,8862.093041218714,32,Google_Meet
0.0,0,0.0,0,Google_Meet
0.0014259550306532118,0,511145.4111119368,55,Google_Meet
0.581421068736485,0,242.01786498738153,8,YouTube/Browsing
0.08652891610798083,0,2365.1965602047553,39,YouTube/Browsing
0.5116854592373496,0,445.997677276055,20,YouTube/Browsing
0.0093782591441321,0,43442.252144164006,64,Google_Meet
0.0,0,0.0,0,Google_Meet
0.4483620524406433,0,561.8864711168284,29,YouTube/Browsing
0.0,0,0.0,0,Google_Meet
0.0,0,0.0,0,Google_Meet
0.0,0,0.0,0,Google_Meet
0.5777881410386827,0,168.0739084338693,10,YouTube/Browsing
0.0,0,0.0,0,Google_Meet
0.0011431773503621419,0,76541.0546073899,7,Google_Meet
0.0,0,0.0,0,Google_Meet
0.0,0,0.0,0,Google_Meet
0.03387364745140076,0,2280.533860749192,9,Google_Meet
0.003126049041748047,0,112922.0928033192,11,Google_Meet
0.0,0,0.0,0,Google_Meet
0.3345469576971872,0,816.6694672548292,15,YouTube/Browsing
0.06978659629821778,0,1238.0600943881611,6,YouTube/Browsing
0.0,0,0.0,0,Google_Meet
0.0,0,0.0,0,Google_Meet
0.0020324885845184326,0,616301.124415314,9,Google_Meet
0.0,0,0.0,0,Google_Meet
0.0,0,0.0,0,Google_Meet
0.3498992052945224,0,392.060959573622,12,YouTube/Browsing
0.0,0,0.0,0,Google_Meet
0.028067290782928467,0,6047.965274341621,9,Google_Meet
0.0,0,0.0,0,Google_Meet
0.2323686679204305,0,403.8123305223942,7,YouTube/Browsing
0.14595623016357423,0,1367.5332651186375,26,YouTube/Browsing
0.25050961054288423,0,1152.4200890603638,14,YouTube/Browsing
0.06622793939378527,0,3776.51959883537,19,YouTube/Browsing
0.0,0,0.0,0,Google_Meet
0.2094506783918901,0,1979.4202256781136,45,YouTube/Browsing
0.03644277409809392,0,9536.50192574201,42,Google_Meet
0.028373003005981445,0,10985.64195366289,24,Google_Meet
0.02270042896270752,0,6556.410611351801,7,Google_Meet
0.0,0,0.0,0,Google_Meet
